longitude;latitude;housing_median_age;total_rooms;total_bedrooms;ocean_proximity;median_house_value
-1195;3435;390;3080;380;NEAR OCEAN;5000010
-11808;3392;340;21180;4370;<1H OCEAN;1668000
-11973;368;150;23760;5380;INLAND;746000
-11838;3408;250;46250;13070;<1H OCEAN;4850000
-12139;3616;280;10570;2490;NEAR OCEAN;1469000
-11654;338;220;60500;13870;INLAND;1839000
-11721;3449;140;21250;3480;INLAND;1162000
-11792;339;130;18140;3200;<1H OCEAN;3379000
-11787;3407;210;47230;8820;<1H OCEAN;2587000
-12122;378;370;10380;2220;INLAND;919000
-12246;3773;520;26730;3490;NEAR BAY;5000010
-11845;3426;350;16370;3000;<1H OCEAN;2096000
-12194;3724;190;17410;2940;<1H OCEAN;2905000
-11821;3408;520;36720;8080;<1H OCEAN;1530000
-11875;3433;270;5340;850;<1H OCEAN;3300000
-11829;3425;190;19880;5940;<1H OCEAN;1750000
-12248;3768;310;35060;6530;NEAR OCEAN;2687000
-12253;3792;420;17410;3010;NEAR BAY;4105000
-11985;3682;160;18520;2740;INLAND;1193000
-12097;3764;420;23590;5040;INLAND;955000
-1203;3797;170;32430;6190;INLAND;1201000
-12237;3759;390;46450;11960;NEAR OCEAN;3538000
-11684;3302;110;12270;2020;<1H OCEAN;2098000
-11762;3342;270;10050;2660;NEAR OCEAN;1906000
-11668;3371;210;34600;7110;INLAND;1611000
-11755;3389;250;29990;4390;INLAND;1648000
-1224;376;300;53510;11340;NEAR OCEAN;3693000
-12243;3779;520;34860;8470;NEAR BAY;5000010
-11806;3383;220;52900;10540;<1H OCEAN;2264000
-11717;3283;240;35410;5300;NEAR OCEAN;2125000
-12126;3873;140;33230;4990;INLAND;1721000
-12192;3772;220;46380;7160;<1H OCEAN;2195000
-12107;3866;220;18310;2740;INLAND;1734000
-1156;3304;310;3140;610;INLAND;917000
-11698;3405;60;22900;3120;INLAND;3167000
-12243;3777;520;43970;11160;NEAR BAY;3545000
-11794;3391;180;88360;15270;<1H OCEAN;3130000
-1221;3824;130;73670;10420;NEAR BAY;1950000
-12206;3737;320;25100;5780;<1H OCEAN;3227000
-11811;3406;140;26280;6680;<1H OCEAN;1603000
-11925;3623;240;20150;3550;INLAND;1392000
-11796;3385;350;11750;1910;<1H OCEAN;1892000
-1223;3827;40;10510;2630;NEAR BAY;1302000
-11703;3272;370;21920;4550;NEAR OCEAN;1206000
-1224;3776;520;14950;3110;NEAR BAY;3200000
-12272;3845;410;17430;3730;<1H OCEAN;1755000
-11766;3404;100;36570;6950;INLAND;1599000
-12056;3809;340;27450;5590;INLAND;949000
-11982;3757;130;17130;3400;INLAND;924000
-11768;340;50;37610;5800;INLAND;2254000
-12198;3727;250;30750;5640;<1H OCEAN;2694000
-12238;4154;140;44530;7970;INLAND;811000
-11923;3578;80;16120;3430;INLAND;672000
-12176;370;210;14160;2690;<1H OCEAN;2798000
-1219;3726;200;44470;6610;<1H OCEAN;2833000
-11771;3347;140;38940;6720;<1H OCEAN;3685000
-12207;3736;280;46120;6080;<1H OCEAN;5000010
-12221;3783;400;49910;6740;NEAR BAY;4115000
-11883;3418;230;56470;7860;<1H OCEAN;3483000
-12182;3976;230;60100;11160;INLAND;1073000
-11546;3319;330;12340;3730;INLAND;400000
-12225;3782;520;14240;2890;NEAR BAY;2625000
-11985;3739;140;27440;5550;INLAND;1111000
-11759;3403;160;34430;5620;INLAND;1614000
-11705;3269;210;9910;2100;NEAR OCEAN;1443000
-11813;3391;340;9160;1620;<1H OCEAN;2220000
-1182;3384;350;34050;7790;NEAR OCEAN;1592000
-12166;3682;170;39210;6540;<1H OCEAN;2387000
-11821;3393;390;3540;730;<1H OCEAN;1089000
-11703;328;190;38660;7750;<1H OCEAN;2200000
-11827;3386;260;10970;1670;<1H OCEAN;1966000
-12245;3779;520;17340;4820;NEAR BAY;4250000
-12206;3795;360;22130;3860;NEAR BAY;1864000
-11717;3274;380;50540;11680;NEAR OCEAN;2894000
-11808;340;320;11650;3580;<1H OCEAN;1663000
-12096;3767;170;24340;5110;INLAND;1143000
-11908;3535;200;8920;1290;INLAND;1763000
-11837;3418;330;18290;5120;<1H OCEAN;1989000
-12183;373;160;56840;13860;<1H OCEAN;1858000
-11722;328;230;19060;5250;NEAR OCEAN;1833000
-11919;342;360;12930;3120;NEAR OCEAN;2539000
-11822;3413;350;29830;5260;<1H OCEAN;2724000
-12168;3798;190;33880;5990;INLAND;1628000
-11775;336;50;49440;11640;<1H OCEAN;2556000
-12247;3776;340;28070;4870;NEAR BAY;4203000
-12159;3702;140;63550;12790;INLAND;2286000
-12098;3908;200;45700;9060;INLAND;1480000
-12207;3799;280;33100;5740;NEAR BAY;1669000
-11717;328;200;28270;5540;NEAR OCEAN;1576000
-11918;3421;290;40390;6800;NEAR OCEAN;2576000
-11815;3395;310;10530;2300;<1H OCEAN;2632000
-12203;3791;290;54380;8710;NEAR BAY;2753000
-11703;3487;70;22450;4070;INLAND;1015000
-12245;3771;410;15780;3510;NEAR OCEAN;2436000
-11753;3402;190;2560;340;INLAND;3750000
-11972;3442;490;16100;3700;NEAR OCEAN;2601000
-12376;4103;240;23860;5650;<1H OCEAN;798000
-12182;3686;170;15730;2720;NEAR OCEAN;4200000
-11918;3419;190;23930;4350;NEAR OCEAN;1674000
-11837;3415;290;26300;6170;<1H OCEAN;3761000
-11803;339;360;11430;1930;<1H OCEAN;1711000
-12197;3754;310;19490;3440;<1H OCEAN;1962000
-1182;3399;350;17050;5230;<1H OCEAN;1542000
-12241;3759;340;39310;6220;NEAR OCEAN;4500000
-12207;3795;390;21990;3880;NEAR BAY;1900000
-12067;3548;180;23390;4430;<1H OCEAN;1761000
-11972;3443;270;9840;2990;<1H OCEAN;2750000
-12225;3786;520;15870;4440;NEAR BAY;3368000
-11918;3422;150;46150;10080;NEAR OCEAN;1987000
-11846;3422;350;22880;6170;<1H OCEAN;1707000
-11832;3389;340;26750;5600;<1H OCEAN;2420000
-11764;3351;150;17430;2540;<1H OCEAN;2860000
-1222;3782;390;37700;5340;NEAR BAY;3628000
-12272;3846;350;14450;3090;<1H OCEAN;1570000
-1241;4095;170;14850;3450;NEAR OCEAN;784000
-12091;4008;240;16290;3130;INLAND;696000
-1215;3849;290;36060;6900;INLAND;782000
-11842;342;270;32010;9700;<1H OCEAN;2317000
-11719;3281;330;52260;8330;NEAR OCEAN;2070000
-11781;3373;170;10630;1890;<1H OCEAN;2613000
-12176;3769;290;34330;7110;INLAND;1844000
-1190;3539;420;28390;5160;INLAND;794000
-11899;3538;260;13170;3740;INLAND;510000
-12071;4036;190;44620;8280;INLAND;1057000
-11914;3423;80;2430;750;NEAR OCEAN;5000010
-12409;4087;440;6920;2060;NEAR OCEAN;875000
-11833;3401;440;17620;4630;<1H OCEAN;1885000
-11753;3397;290;14300;2730;INLAND;1410000
-11824;3392;400;17720;3690;<1H OCEAN;961000
-12226;3784;520;9500;2020;NEAR BAY;1888000
-1225;3776;460;22260;4800;NEAR OCEAN;2841000
-1218;3867;100;20860;3800;INLAND;1544000
-12228;3788;520;19090;4160;NEAR BAY;2279000
-12242;3774;520;17860;4270;NEAR BAY;3281000
-12065;3527;520;22540;6420;NEAR OCEAN;2271000
-11827;341;510;31490;5190;<1H OCEAN;4216000
-11737;3459;390;81930;17470;INLAND;350000
-12222;3782;420;29910;3350;NEAR BAY;5000010
-1214;3862;280;36710;8860;INLAND;1132000
-12148;3861;180;15110;3150;INLAND;894000
-11805;341;300;21430;4270;INLAND;2522000
-1232;3916;140;19080;4840;<1H OCEAN;823000
-11831;340;470;15510;3620;<1H OCEAN;1164000
-11786;3379;420;10240;1910;<1H OCEAN;1945000
-11831;3426;360;18820;4530;<1H OCEAN;2171000
-11932;3621;290;12200;2320;INLAND;783000
-11794;3409;210;27070;6750;<1H OCEAN;1767000
-11896;354;280;46670;8750;INLAND;890000
-11827;3409;520;10790;2220;<1H OCEAN;2308000
-11817;3487;90;15070;2930;INLAND;879000
-1183;3404;240;20920;5850;<1H OCEAN;1750000
-12223;3782;520;32420;3660;NEAR BAY;5000010
-11979;3445;240;27460;4330;NEAR OCEAN;3487000
-1192;3428;220;23620;6010;NEAR OCEAN;2194000
-1210;3766;430;20390;3310;INLAND;1520000
-11787;341;250;22080;4770;<1H OCEAN;1917000
-12182;3661;240;24370;4380;<1H OCEAN;1691000
-12204;3761;360;11510;2160;NEAR BAY;1870000
-1212;3836;140;26340;4630;INLAND;1757000
-12105;3897;120;36760;5500;INLAND;2019000
-12261;3799;400;77370;14880;NEAR OCEAN;2896000
-12218;3781;370;16430;2620;NEAR BAY;3367000
-11791;3414;420;22250;4850;INLAND;1667000
-12278;3852;230;25110;5490;<1H OCEAN;1920000
-11815;339;200;28500;7370;<1H OCEAN;1446000
-11851;3422;360;14930;2850;<1H OCEAN;2132000
-11851;342;330;23270;4790;<1H OCEAN;2625000
-11785;3414;350;28990;4290;INLAND;2972000
-11841;3432;180;65720;11050;<1H OCEAN;2034000
-11751;3395;120;90160;14860;INLAND;1691000
-11708;3303;170;9870;1420;<1H OCEAN;2293000
-11829;3404;310;7000;2990;<1H OCEAN;1281000
-12193;3726;390;11030;1750;<1H OCEAN;2913000
-11799;3366;290;13300;2930;<1H OCEAN;3531000
-12259;3804;250;34120;4550;NEAR BAY;3973000
-11832;3373;250;10990;1680;NEAR OCEAN;5000010
-11845;340;480;19230;4080;<1H OCEAN;3267000
-11925;3426;300;29480;8270;NEAR OCEAN;2149000
-11759;3388;130;32390;8490;INLAND;1070000
-12231;3792;380;12500;2360;NEAR BAY;2201000
-12094;377;250;10050;1590;INLAND;1741000
-11928;3635;70;35980;7010;INLAND;724000
-12212;3728;210;3490;640;<1H OCEAN;3600000
-11836;3407;480;17400;3600;<1H OCEAN;4111000
-12235;3794;470;12750;2750;NEAR BAY;956000
-11802;3395;380;21390;4260;<1H OCEAN;1689000
-11714;3271;520;8000;3130;NEAR OCEAN;875000
-12099;378;320;25640;5130;INLAND;1134000
-11854;3415;260;101110;12950;<1H OCEAN;5000010
-12233;3794;450;12260;2790;NEAR BAY;1404000
-11815;340;320;32180;7390;<1H OCEAN;1753000
-11997;3657;170;14970;3080;INLAND;694000
-11774;3397;40;97550;17480;<1H OCEAN;2549000
-12043;3489;280;28620;4780;<1H OCEAN;1582000
-11727;332;340;18520;3220;<1H OCEAN;1569000
-11832;339;350;31890;6800;<1H OCEAN;1880000
-12155;3944;310;14340;2830;INLAND;490000
-11816;3404;110;8520;2150;<1H OCEAN;1344000
-11708;3264;430;10050;2300;NEAR OCEAN;1458000
-11874;3427;230;24930;5220;<1H OCEAN;2150000
-1196;3657;330;19230;4030;INLAND;683000
-11845;3426;350;17240;3110;<1H OCEAN;1956000
-11837;3397;210;36160;10600;<1H OCEAN;1531000
-12265;3825;230;40300;4350;<1H OCEAN;1933000
-11769;3359;130;33200;4260;<1H OCEAN;3481000
-11846;3403;270;19650;6310;<1H OCEAN;3273000
-11851;3422;360;27940;5230;<1H OCEAN;2221000
-11971;3444;520;18370;3430;<1H OCEAN;4430000
-11857;3421;360;8780;1670;<1H OCEAN;1904000
-11831;3426;380;22640;4600;<1H OCEAN;1896000
-11714;3323;110;40680;8290;<1H OCEAN;2813000
-12144;385;200;20330;5860;INLAND;975000
-11692;3285;230;13780;2690;<1H OCEAN;1450000
-1193;3631;160;22340;3570;INLAND;973000
-11836;3402;460;37450;7980;<1H OCEAN;1958000
-11694;3287;240;28240;4410;<1H OCEAN;1772000
-12195;3659;220;35530;5300;NEAR OCEAN;4171000
-11837;341;370;4070;670;<1H OCEAN;5000010
-11602;3418;80;5690;970;INLAND;945000
-11822;3384;350;11310;2730;<1H OCEAN;1683000
-12224;3781;520;20260;4820;NEAR BAY;2685000
-12191;3729;360;9450;1490;<1H OCEAN;3205000
-1181;3385;280;28250;4700;<1H OCEAN;2420000
-12226;3815;260;36990;6710;NEAR BAY;1219000
-11795;3367;250;16110;3830;<1H OCEAN;1373000
-12245;4085;200;27010;5730;INLAND;1078000
-1182;3392;390;10500;2170;<1H OCEAN;1556000
-1171;3258;290;10610;2020;NEAR OCEAN;1368000
-11852;3424;60;32180;9490;<1H OCEAN;4185000
-12223;3782;520;30510;3810;NEAR BAY;4661000
-1220;373;290;34290;5240;<1H OCEAN;4007000
-11827;3416;520;8300;1830;<1H OCEAN;2537000
-12245;383;240;19460;4000;NEAR BAY;2579000
-11837;3419;190;28900;8210;<1H OCEAN;1851000
-12189;3732;410;9770;2650;<1H OCEAN;1848000
-12215;3741;150;25770;3600;NEAR BAY;5000010
-12189;3801;280;36390;7510;INLAND;1039000
-12245;3778;480;10130;1940;NEAR BAY;4283000
-1206;3512;220;33420;6440;<1H OCEAN;2177000
-11726;3319;40;23420;5950;NEAR OCEAN;2161000
-11714;3407;30;55420;8280;INLAND;1620000
-1213;3798;390;33750;6590;INLAND;938000
-12065;3512;190;29490;6620;<1H OCEAN;1781000
-11784;3376;220;3780;780;<1H OCEAN;2194000
-11714;3292;150;15580;3140;<1H OCEAN;1744000
-11845;3402;450;12300;2010;<1H OCEAN;4934000
-11905;3435;390;9500;3000;<1H OCEAN;1466000
-12175;3855;330;24790;3820;INLAND;2362000
-12269;3834;150;30910;6970;<1H OCEAN;1355000
-12227;4046;140;26330;5300;INLAND;786000
-12198;3782;180;91170;12480;<1H OCEAN;3513000
-11802;341;360;4520;800;INLAND;2260000
-11828;3399;490;21740;4810;<1H OCEAN;950000
-12002;3757;170;21160;4250;INLAND;1131000
-12323;3933;200;8040;1210;<1H OCEAN;1471000
-12041;3803;140;20610;4650;INLAND;1153000
-1196;3666;270;13880;2960;INLAND;552000
-11965;3633;520;12570;2570;INLAND;591000
-11708;3267;310;30080;7640;NEAR OCEAN;1182000
-11836;3409;380;21580;5820;<1H OCEAN;3553000
-1185;3421;360;16560;3100;<1H OCEAN;2159000
-11814;3387;440;16070;2710;<1H OCEAN;2141000
-11908;3417;320;1660;220;NEAR OCEAN;1250000
-12243;378;520;10060;2510;NEAR BAY;5000000
-12238;4056;230;22810;4080;INLAND;1012000
-11841;3419;390;11690;2420;<1H OCEAN;2000000
-11842;3415;180;18800;4200;<1H OCEAN;3723000
-12059;3876;210;17280;4170;INLAND;947000
-12228;3781;170;12370;4620;NEAR BAY;1775000
-11881;3428;200;36780;6840;<1H OCEAN;1968000
-11819;3393;400;13340;2760;<1H OCEAN;1443000
-11902;3542;420;22710;4580;INLAND;649000
-11853;3427;330;19270;3050;<1H OCEAN;3205000
-12126;3866;80;11450;2410;INLAND;1243000
-11829;3372;250;24690;5840;NEAR OCEAN;2575000
-11704;3263;260;27560;4220;NEAR OCEAN;1816000
-11793;3415;140;96100;20050;INLAND;1568000
-11813;3419;430;16210;3650;INLAND;2422000
-1178;3368;80;20320;3490;<1H OCEAN;2741000
-11966;3634;320;13380;2760;INLAND;597000
-12176;3825;320;14950;3330;INLAND;2125000
-11837;3385;250;56220;9980;<1H OCEAN;3953000
-12043;3498;210;27250;5140;<1H OCEAN;1286000
-11788;3385;180;27050;7130;<1H OCEAN;2000000
-11813;3408;340;38480;9910;<1H OCEAN;2271000
-11703;326;260;13350;2240;NEAR OCEAN;1434000
-12225;3781;280;58060;16030;NEAR BAY;2734000
-12191;3743;330;27910;4960;<1H OCEAN;2249000
-1223;3757;360;19730;3520;NEAR BAY;2709000
-1224;3772;470;14650;3060;NEAR BAY;2194000
-11832;3398;490;14120;3330;<1H OCEAN;1186000
-11999;3888;170;28070;5290;INLAND;1078000
-12163;3803;170;25490;5960;INLAND;2094000
-11826;3415;60;33400;9450;<1H OCEAN;2523000
-11767;3361;230;35880;5770;<1H OCEAN;2432000
-11838;3397;420;18590;3370;<1H OCEAN;2945000
-12191;3731;280;31040;8110;<1H OCEAN;3326000
-1178;3392;160;58190;9860;<1H OCEAN;2775000
-12157;3948;150;2020;540;INLAND;425000
-11984;368;190;32440;7760;INLAND;669000
-11657;340;200;2600;670;INLAND;766000
-11841;3405;160;97280;22110;<1H OCEAN;5000010
-12224;3811;420;17430;3880;NEAR BAY;992000
-11731;3316;40;58460;8940;NEAR OCEAN;2478000
-12001;3454;300;29920;6090;NEAR OCEAN;2929000
-11616;3368;120;12300;2770;INLAND;614000
-1191;3535;50;45970;10710;INLAND;1310000
-11708;3264;110;16510;5330;NEAR OCEAN;1417000
-12148;3905;400;1980;410;INLAND;1000000
-11695;3374;180;19960;4050;INLAND;912000
-11983;3676;150;32910;7720;INLAND;673000
-11712;3276;270;14260;3640;NEAR OCEAN;1188000
-12202;376;320;12950;2800;NEAR BAY;1543000
-12093;3756;170;18120;3610;INLAND;1661000
-11839;3412;290;64470;10120;<1H OCEAN;5000010
-11796;3398;250;12590;1840;<1H OCEAN;3022000
-12336;3901;350;15510;3210;<1H OCEAN;1154000
-11823;3389;360;25980;5140;<1H OCEAN;1177000
-12259;3878;150;7640;1450;INLAND;1031000
-11781;3367;80;24400;5020;<1H OCEAN;2425000
-11827;3405;260;11640;6740;<1H OCEAN;2250000
-12193;3778;20;2270;350;<1H OCEAN;4347000
-11652;3381;120;123960;25520;INLAND;1622000
-11832;3414;230;45740;14230;<1H OCEAN;5000010
-12211;3739;360;16600;2610;NEAR BAY;5000010
-12186;3735;430;15360;3710;<1H OCEAN;1533000
-11724;3322;200;19620;3340;<1H OCEAN;1625000
-11823;3415;260;16490;5220;<1H OCEAN;2571000
-11797;341;260;13990;2770;INLAND;1601000
-12225;3805;300;12550;2970;NEAR BAY;1477000
-11843;3403;260;17060;5160;<1H OCEAN;3727000
-12092;377;240;5270;1120;INLAND;1563000
-12316;391;310;4180;820;<1H OCEAN;1208000
-11806;3416;460;14670;2980;INLAND;2865000
-11815;3411;520;23750;3690;<1H OCEAN;4691000
-12065;3529;360;19400;3150;NEAR OCEAN;2496000
-11815;3392;300;9150;2340;<1H OCEAN;1828000
-11837;3416;400;19730;3820;<1H OCEAN;2823000
-1179;3384;310;20430;4680;<1H OCEAN;1874000
-11793;3385;360;21470;4160;<1H OCEAN;1969000
-12112;3903;170;8380;1610;INLAND;1635000
-11837;3399;360;32280;5430;<1H OCEAN;3970000
-11816;3385;360;19790;3390;<1H OCEAN;2162000
-1228;3818;360;23780;4760;NEAR OCEAN;2531000
-11718;3269;440;28190;5140;NEAR OCEAN;4528000
-12213;377;210;41240;10540;NEAR BAY;2231000
-11734;3321;230;20620;3760;NEAR OCEAN;1457000
-11734;3402;280;26830;7080;INLAND;854000
-11834;3389;360;23920;4440;<1H OCEAN;2459000
-12262;3892;130;5200;1150;INLAND;847000
-11822;3391;310;5710;1530;<1H OCEAN;892000
-11725;3279;430;9060;2400;NEAR OCEAN;3286000
-12232;3799;240;48650;9680;NEAR BAY;1735000
-12291;3846;180;20210;4350;<1H OCEAN;2519000
-12119;3887;200;31180;5000;INLAND;2094000
-11714;327;480;5100;1800;NEAR OCEAN;865000
-11839;3736;380;18130;4100;INLAND;984000
-11621;3368;340;5840;1760;INLAND;1000000
-12208;3738;250;8300;2280;NEAR BAY;3429000
-12177;3966;200;37590;4350;INLAND;1586000
-11725;3305;160;27940;4760;NEAR OCEAN;2134000
-12136;3869;130;68500;14000;INLAND;933000
-1221;3741;330;62770;12740;NEAR BAY;3433000
-12126;3814;100;33710;6650;INLAND;1168000
-12199;3755;280;24140;4150;<1H OCEAN;2686000
-1220;3693;510;16160;3740;NEAR OCEAN;4000000
-11729;3318;170;8210;1760;NEAR OCEAN;1606000
-12191;3662;520;14310;3000;<1H OCEAN;2401000
-12106;3929;140;18640;3310;INLAND;1718000
-12159;3939;220;25150;4820;INLAND;738000
-12181;3737;240;9620;1460;<1H OCEAN;3280000
-11971;3681;190;22820;5500;INLAND;697000
-12245;3774;520;15960;2760;NEAR BAY;3495000
-11978;3686;80;34680;6750;INLAND;1283000
-12254;3836;400;27250;5310;<1H OCEAN;2028000
-12143;3773;400;17180;3910;INLAND;1347000
-12248;3775;510;20950;4100;NEAR BAY;3184000
-1183;3405;390;9930;5060;<1H OCEAN;1219000
-12175;3768;350;17550;2990;INLAND;1834000
-11818;3379;270;15800;5100;NEAR OCEAN;1300000
-12183;3729;200;23080;4610;<1H OCEAN;1910000
-11786;3413;290;6300;1450;INLAND;1708000
-11975;368;250;27180;5040;INLAND;906000
-12141;3855;140;25340;7050;INLAND;1563000
-11997;3894;260;14850;3340;INLAND;846000
-11625;3369;50;16640;4440;INLAND;929000
-1197;3694;150;14490;2770;INLAND;863000
-12204;379;200;54670;10440;NEAR BAY;2758000
-11832;3394;360;17220;2800;<1H OCEAN;1890000
-11979;363;160;17170;2770;INLAND;931000
-12126;3811;80;27700;6420;INLAND;1151000
-11825;3395;280;21360;4350;<1H OCEAN;957000
-12202;3699;300;21560;4870;NEAR OCEAN;2450000
-11989;3679;50;38210;7050;INLAND;804000
-1213;3803;130;10140;2000;INLAND;1028000
-12178;3692;190;15150;2530;<1H OCEAN;2412000
-12222;381;380;9310;1810;NEAR BAY;933000
-11732;3448;80;46270;8870;INLAND;931000
-12213;3802;520;23780;5080;NEAR BAY;1660000
-12179;3732;200;30340;4510;<1H OCEAN;2413000
-11929;3628;230;18950;3400;INLAND;1201000
-11556;3278;460;25110;4900;INLAND;708000
-12124;3965;350;6320;1480;INLAND;625000
-11817;3402;410;6760;2160;<1H OCEAN;1406000
-11724;3294;120;21650;4370;NEAR OCEAN;2944000
-12243;3773;520;15830;3470;NEAR BAY;2632000
-12205;3793;50;42740;11530;NEAR BAY;2665000
-11743;3395;360;22840;4440;INLAND;1045000
-11837;3404;420;18090;4240;<1H OCEAN;1430000
-11836;3416;320;24550;5560;<1H OCEAN;3250000
-11846;3416;280;27950;6220;<1H OCEAN;2804000
-11704;340;210;46240;8520;INLAND;1321000
-12064;372;160;22360;4380;INLAND;1250000
-11822;3382;300;16800;4690;NEAR OCEAN;1463000
-1183;340;520;16860;3770;<1H OCEAN;1164000
-1172;3285;260;22980;5490;NEAR OCEAN;2135000
-12066;3513;410;26660;7510;<1H OCEAN;2361000
-11806;341;420;15760;3130;<1H OCEAN;2836000
-12202;3726;340;17640;2430;<1H OCEAN;5000010
-12271;3835;110;22420;6990;<1H OCEAN;1042000
-11827;3393;380;20730;5000;<1H OCEAN;884000
-12129;3861;170;135530;24740;INLAND;1327000
-11812;3392;270;63360;16280;<1H OCEAN;1837000
-11764;3345;270;3340;560;NEAR OCEAN;2841000
-11831;3398;500;19850;4540;<1H OCEAN;1066000
-11742;340;320;16170;3460;INLAND;966000
-12298;3844;290;44500;9390;<1H OCEAN;1621000
-12223;378;520;12520;2990;NEAR BAY;1119000
-12197;3725;320;28920;4960;<1H OCEAN;3678000
-12189;3735;430;11850;2960;<1H OCEAN;1708000
-11697;3283;170;66590;14020;<1H OCEAN;1173000
-11843;3417;350;29220;5070;<1H OCEAN;3418000
-12202;3794;230;35160;6610;NEAR BAY;2131000
-11825;3398;470;6170;1620;<1H OCEAN;1167000
-12202;3826;270;34400;7870;INLAND;1047000
-12142;3861;340;11260;2560;INLAND;844000
-12192;3729;350;21890;3070;<1H OCEAN;4269000
-11818;3403;370;21150;5800;<1H OCEAN;1213000
-11838;3397;430;27150;4580;<1H OCEAN;3626000
-11935;3616;210;27510;6020;INLAND;492000
-1183;3426;280;16430;4890;<1H OCEAN;2006000
-11822;3389;370;7970;1900;<1H OCEAN;952000
-11701;3281;260;44990;6450;<1H OCEAN;1851000
-11811;3375;150;25690;8120;NEAR OCEAN;3464000
-12169;3936;290;22200;4710;INLAND;562000
-11904;3424;200;77940;11920;<1H OCEAN;3119000
-12042;3842;180;29120;6630;INLAND;919000
-1207;3869;130;44920;8210;INLAND;1517000
-11706;3257;160;12690;2820;NEAR OCEAN;1565000
-12246;3765;160;86760;16330;NEAR OCEAN;2620000
-12217;3994;320;23520;4770;INLAND;574000
-11798;3413;290;21100;4600;INLAND;1305000
-12099;3766;460;17500;3470;INLAND;1060000
-11718;3281;280;34360;5370;NEAR OCEAN;2040000
-12206;370;140;15470;3740;NEAR OCEAN;1313000
-11778;3388;160;18000;2380;<1H OCEAN;3019000
-11837;3416;100;26060;7480;<1H OCEAN;2250000
-11806;3398;380;18620;3190;<1H OCEAN;1776000
-1179;3385;310;34130;7640;<1H OCEAN;1871000
-12234;4058;70;48430;9920;INLAND;1017000
-11836;3395;420;11390;3020;<1H OCEAN;1639000
-12202;3724;280;27960;3650;<1H OCEAN;5000010
-11827;3379;390;14170;3590;<1H OCEAN;1720000
-11777;3369;140;14130;3720;<1H OCEAN;1841000
-1220;3836;340;15020;2820;INLAND;1356000
-11795;3366;220;27850;4410;<1H OCEAN;3374000
-11833;3405;460;30150;7950;<1H OCEAN;2685000
-11701;3267;170;23190;3480;NEAR OCEAN;2669000
-11768;3359;80;23270;2630;<1H OCEAN;5000010
-11721;3316;130;29370;6980;<1H OCEAN;1960000
-11765;3353;70;68140;7850;<1H OCEAN;5000010
-11868;3413;90;112510;15940;<1H OCEAN;5000010
-11845;3405;230;40990;12870;<1H OCEAN;2750000
-11705;3273;270;31840;5880;NEAR OCEAN;1339000
-11713;3315;150;22410;3810;<1H OCEAN;1932000
-11705;3272;350;17770;3690;NEAR OCEAN;1170000
-12063;3741;270;20830;4440;INLAND;691000
-12223;3748;330;31080;8050;NEAR OCEAN;2677000
-11842;3401;420;17000;4380;<1H OCEAN;3050000
-11787;3389;250;11420;1620;<1H OCEAN;2701000
-12228;4138;150;52660;10310;INLAND;1101000
-12143;3778;240;8070;1740;INLAND;1635000
-11748;341;300;22870;5310;INLAND;906000
-1183;341;250;39260;17150;<1H OCEAN;2625000
-11837;3388;260;26200;5300;<1H OCEAN;3407000
-11838;3403;360;21010;5690;<1H OCEAN;2221000
-11718;3405;290;34360;7310;INLAND;1223000
-11912;3423;350;20280;5540;NEAR OCEAN;1820000
-11982;3619;330;12930;2720;INLAND;522000
-12213;3746;350;13210;3000;NEAR BAY;1596000
-12129;3813;200;31680;5140;INLAND;1548000
-12217;3774;460;7690;1830;NEAR BAY;842000
-11731;3411;410;11050;2570;INLAND;641000
-11755;3352;150;4260;620;<1H OCEAN;4474000
-11963;367;420;13380;2150;INLAND;1333000
-11796;3387;350;19720;3670;<1H OCEAN;1875000
-11971;3683;50;10870;3380;INLAND;1134000
-11804;3396;420;14300;3380;<1H OCEAN;1488000
-11961;3658;290;13120;2800;INLAND;730000
-12179;3695;340;21520;4300;<1H OCEAN;1922000
-11857;342;180;71570;18690;<1H OCEAN;2080000
-11843;3405;220;42510;10730;<1H OCEAN;5000010
-11929;3632;330;21070;4510;INLAND;672000
-11907;3533;130;90270;19010;INLAND;1007000
-11712;3272;360;60960;12850;NEAR OCEAN;1591000
-11791;3376;200;44130;4350;<1H OCEAN;2151000
-11935;3622;290;20510;3510;INLAND;1068000
-11777;337;30;36360;7490;<1H OCEAN;2075000
-11938;3549;340;23040;4370;INLAND;646000
-11836;3409;340;28320;8830;<1H OCEAN;3125000
-11764;3362;160;39700;7710;<1H OCEAN;1848000
-12002;3892;240;11940;2460;INLAND;1019000
-12184;3973;520;6770;1520;INLAND;948000
-11717;3407;240;65730;12350;INLAND;1080000
-12254;3795;380;23100;4000;NEAR BAY;4357000
-11786;3414;330;23440;3630;INLAND;2834000
-11793;3383;300;15610;3810;<1H OCEAN;2019000
-11795;340;340;23760;4680;<1H OCEAN;1763000
-1184;3423;360;16430;3490;<1H OCEAN;1727000
-11833;3409;300;16790;6820;<1H OCEAN;2000000
-12142;3863;420;22170;5360;INLAND;731000
-12249;3774;520;21890;4330;NEAR OCEAN;3213000
-1166;3349;160;37300;8270;INLAND;1135000
-11979;3682;230;43580;8190;INLAND;1052000
-12227;3781;520;2100;560;NEAR BAY;1125000
-1187;343;230;28310;4060;<1H OCEAN;2441000
-12201;3755;260;20680;5320;NEAR BAY;2242000
